review_text,date,rating
I like it,December 02 2016,4
Google talkback Rana Sahib,December 02 2016,4
abusyeid sosgoods,December 02 2016,4
Amazing,December 02 2016,5
Wow Superb app ever,December 02 2016,5
Very poor very slow not fast,December 02 2016,1
very nice app for blind people,December 01 2016,5
Dont want and cant be installed.,December 01 2016,1
Liked it,December 01 2016,5
Works well with my Samsung J7 2016. Thank Google.,December 01 2016,5
Baddest Not for kids,December 01 2016,1
Good नौकरी (job) करने वाले दोस्त कृपया जरूर पढ़ें :- भारत में लगभग 70% लोग ऐसे हैँ जो 10 से 15000/= की नौकरी करते हैं उनके बॉस या मालिक उनसे 8 से 12 घंटे की कड़ी मेहनत करवाते हैं तब जाकर उन्हें पगार (salary) देते हैं उस पैसे से वे लोग अपने घर का खर्च भी ठीक से नहीं चला पाते दोस्तों मै भी ऐसा ही था सोचता रहता था काश कोई ऐसा काम मिल जाये जिससे मेरे परिवार की सभी जरूरतें पूरी हो जाएं और मुझे जॉब भी ना छोड़नी पड़े आखिर भगवान की कृपा से वो काम मुझे मिल ही गया 3 महीने मैंने इस कंपनी में जैसे मुझे बताया गया वैसे करता गया,December 01 2016,5
I WISH THAT UNWANTED APPS WOULD STOP BEING INSTALLED ON MY DEVICE! THEY ARE TAKING SPACE AWAY FROM APPS I ACTUALLY WANT! IF I WANT AN APP  I'LL DOWNLOAD IT! DO THEY THINK WE'RE TOO STUPID TO EVEN DECIDE WHAT APPS WE WANT?!,December 01 2016,1
Nice,December 01 2016,5
Huawei Nexus 6P,December 01 2016,5
Nice Talking,December 01 2016,1
Zombieeeeeeeee!!!,December 01 2016,5
Love it,December 01 2016,5
Nisjajqq Anaja,December 01 2016,5
Pdt Nf2s009,December 01 2016,5
INSTALLED ITSELF. WON'T ALLOW ME TO UNINSTALL. DON'T WANT IT. NEVER USE IT.,December 01 2016,1
Very good.... Ok,December 01 2016,4
Booringgg Very boooring,December 01 2016,1
Thanks Nice,December 01 2016,5
Very helpfully app,December 01 2016,5
Awesome It is superbly to download files and many information can be download its my fav app thnxx,December 01 2016,5
Great app Very nice application,December 01 2016,5
Ok Thanks,December 01 2016,4
Good Very good.,December 01 2016,5
Good Good,December 01 2016,5
Love it,December 01 2016,3
Wew Cetonirojim,December 01 2016,5
Doesn't work,December 01 2016,1
Like it,December 01 2016,4
Good,December 01 2016,4
LG G3 Excellent!,December 01 2016,5
Good application I found it very very good. but I have problems in my application it is not getting connected from server.,November 30 2016,5
Me I like it,November 30 2016,5
Nice version I have always,November 30 2016,5
For retards! For retarded people  useless for anyone else. Blind people should not be allowed to touch a smartphone.,November 30 2016,1
you think you're Telus or something?,November 30 2016,1
Great app,November 30 2016,5
Very bad,November 30 2016,5
Im having a problem with google talkback on my galaxy s7 I downloaded a game called dice world. When I downloaded the game. Talk back does not let me click on the boxes in order for me to fill out my username and password. Instead I have to click on the sign in button in order for me to fill out my information. When I am finished filling out my information I have to turn off TalkBack in order for me to sign in and play the game. I Uninstall the game and reinstall the game but nothing happens I also uninstall TalkBack and reinstalled talk back but nothing happens,November 30 2016,2
it's a good app At times it worked at times to stop but right now it's not working I'm trying to get it restarted my phone it says uninstalled on my phone I'm trying to reinstall on my phone I like to talk back it looks really nice,November 30 2016,5
!!!!!Fuk Yes!!!!!!,November 30 2016,5
No sirve,November 30 2016,1
Hayrullah Ganizade,November 30 2016,5
I like it,November 30 2016,5
==MOST WELCOME IN CHAMPCASH== Champcash is an networking company which created history in the field of networking 40 lac+ (4 Million+) members joined champcash in India In just 1 year Champcash is the only one company in networking which is giving unlimited money without any investment Now champcash launched worldwide in 238 countries ===Earning sources in champcash== =&gt;You will earn while doing surveys and Opinions =&gt;You will earn when your members up-to 7 level doing surveys =&gt;You will earn when you using offer wall =&gt;Installing apps =&gt;Doing registration on apps =&gt;Watching videos =&gt;Playing games and many more =&gt;You will earn when your member up-to 7 level using offer walls =&gt;You will earn when your member upgrading there id to Income Junction Pro. Grow your network Invite all your friends relatives family members neighbour Promote Champcash on facebook whatsapp etc Bigger your network the more you earn Guys currently Champcash is number one networking company in India And within few month will be number one in World In India company distributed Million of dollars to its members And all these without any cost Thousand of peoples In India earnings 10$-1000$ daily By champcash You can redeem your earned amount into your PayPal / Pyaza account So guys start your network from today ------------------------------------ Champcash Full Plan Powerpoint PPT in English : https://drive.google.com/file/d/0B2JS00lJgijXRkRxdHJrYXJVdms/view?usp=sharing ------------------------------- Champcash Full Plan Powerpoint PPT in Hindi : https://drive.google.com/file/d/0B2JS00lJgijXbHRTUlRGOURQOVE/view?usp=sharing ====Important==== Sponsor ID : 8790131 (Sponsor Id To Join With Me) Click To Join : http://champcash.com/8790131,November 30 2016,5
Supper,November 30 2016,5
awesome,November 30 2016,5
Good Precicious good screen reader,November 30 2016,2
Option to turn on Now show me how to UNINSTALL the app please.,November 30 2016,1
23456 nir Bahadur,November 30 2016,5
Gmail BLUETOOT SETTING,November 30 2016,4
Talk back I don't like it,November 30 2016,1
SR 48 1983,November 30 2016,5
F******,November 30 2016,1
No way to uninstall.,November 30 2016,1
Fcuk!! Annoying,November 30 2016,1
Useful,November 30 2016,4
Easy to use 🤗,November 30 2016,5
Hb H,November 30 2016,4
nice app,November 30 2016,5
Ok It is a stupid application,November 30 2016,5
usefull,November 30 2016,4
http://champcash.com/1486188 http://champcash.com/1486188,November 30 2016,5
I couldn't control it,November 30 2016,1
Ragib Rt,November 29 2016,5
Not much of equality Stupid and useless for deaf people,November 29 2016,1
Mr Good,November 29 2016,5
Bloatware,November 29 2016,1
its good,November 29 2016,5
Ok nice Yes,November 29 2016,5
Talk back It wont stop turning itself on when I dont ever want it on again,November 29 2016,1
Good Good,November 29 2016,5
UI looks good,November 29 2016,4
T best,November 29 2016,5
why we have to use two fingers instead of one,November 29 2016,5
I can not uninstall this app. Please tell me How!,November 29 2016,1
Ameii Que bom Nossa è muito bom,November 29 2016,5
Hi Hi,November 29 2016,4
Ii Uii,November 29 2016,5
Started talking ! After installing this application  my phone started talking to me !,November 29 2016,4
Awesome app,November 29 2016,5
Does not work properly. Only vibrate continuously.Can not capture command.,November 29 2016,1
I Love Pillu,November 29 2016,5
Function is a good help.,November 29 2016,4
Unwanted Unwanted  and can't be uninstalled on a Nexus 6P.,November 29 2016,1
Boring Very boring,November 29 2016,1
of you're not blind you may think that it sick selfish it is sick you want to throw your phone against the wall at least you can see the wall be thankful .you just don't use your head for ahat rack to see you're not to see that is the question,November 29 2016,5
Pa kestan,November 29 2016,5
Light,November 29 2016,4
Nyc Good,November 29 2016,5
You have to have a better scrolling feature...you can't get to the other apps downloaded in the menu screen and you can't get to the other apps already open in the drop down menu...,November 29 2016,3
Mr Stanford Kiewiets it's number one,November 29 2016,4
Great Cool,November 29 2016,3
Useless Don't need this,November 28 2016,1
Best Nice,November 28 2016,5
G talk back Nice,November 28 2016,5
Google talk Phone,November 28 2016,5
Good Good,November 28 2016,5
It was way too frustrating it really got on my nerves couldn't even scroll down was a waste of my storage wouldn't recommend it,November 28 2016,1
Nice....very helpful Ty,November 28 2016,5
Good application Sirajo aliyu,November 28 2016,4
vvg,November 28 2016,3
I love dis it $1,November 28 2016,5
Very Good For My Phone It's Osssam app for Android Phone!.!!.!!!.V!..,November 28 2016,5
Awesome! Flamboyant!,November 28 2016,5
Best Best Google,November 28 2016,5
super ok,November 28 2016,3
Mr Love,November 28 2016,3
Fjfh Rrrrrrrrrreerrrrr,November 28 2016,5
Useless Useless  for me,November 28 2016,1
Not works good. Really irritating,November 28 2016,1
Don't even worthy of star When on it hangs mobile phone very badly nonsense app,November 28 2016,1
Tremendous app,November 28 2016,5
Nice aap,November 28 2016,5
Terrence It is very useful with English words.,November 28 2016,4
Loved It,November 28 2016,5
I dont want it It's in default system.. I know it's helpful for those who needed it  but it's not for everyone.. It will only such a waste for the phone memory,November 28 2016,1
Vincent Bigboy,November 28 2016,5
Good Always good,November 28 2016,5
Stupid app This app confused me a lot..Not at all useful app,November 28 2016,2
Loved it,November 28 2016,5
Sk Samim ali,November 28 2016,5
So I downloaded it I download the app then it told me to update it I did and then when I tried to open the app the play button wasn't there so then I looked on my phone and I couldn't find the app so now it's just a waste of time👿😾💣,November 27 2016,2
Shira sahep Love it,November 27 2016,5
no comment,November 27 2016,5
Talk to the hand,November 27 2016,1
Bad Bad,November 27 2016,1
I hate it crazy crazy crazy and it talk too much,November 27 2016,1
I don't want  😕😐don't use! Stop ✋ sneaking them on my devices! I agree with Cassie  Jordan and Gabriela. Remove this built in App! Now. Thank you😃😱 if you just would do as I ask... Why do I need more than 1 microphone? Can't you hear me... Now? Lot   '),November 27 2016,1
Brilliant,November 27 2016,5
Good,November 27 2016,5
Good apps I want to use,November 27 2016,2
Great app,November 27 2016,5
Worst app... Just delete this app GOOGLE,November 27 2016,1
Great for me.,November 27 2016,5
Ifeeitisgoodforallofusthanks,November 27 2016,5
Worst thing I have ever seen...,November 27 2016,1
Original Supper,November 27 2016,5
Great app Very useful for anyone with a handicap,November 27 2016,5
ok good,November 27 2016,4
Unreadable To small,November 27 2016,1
Very cool Very nice cool,November 27 2016,5
good product,November 27 2016,5
xxx.come,November 27 2016,1
lol,November 27 2016,5
Sam Sam,November 27 2016,5
Ads,November 27 2016,5
DipankarMondal VeryBaadUnUsefull !,November 27 2016,5
I HATED IT. It is ruining my family,November 27 2016,2
Best,November 27 2016,3
Best. Best.,November 27 2016,5
Hayrullah Ganizade,November 27 2016,5
Great app It's useful for those hard of hearing.,November 27 2016,5
"Annoying Keeps """"""""""""""""accidentally"""""""""""""""" activating. Tired of having to turn it off everyday.""""",November 27 2016,1
Useful,November 26 2016,3
good good working,November 26 2016,5
Extremely excellent,November 26 2016,5
Rahul Patel,November 26 2016,1
Good app! I like it.,November 26 2016,5
Dubul fingers touching screen,November 26 2016,1
Talk back Google,November 26 2016,5
Piece of cow poo Get it of my phone. Will never use this data plan burning app.,November 26 2016,1
Nice,November 26 2016,5
"cjordan """"""""""""""""It is so amazing.""""""""""""""""""""",November 26 2016,5
Haidar ali I love this app,November 26 2016,5
Google talkback Nice app,November 26 2016,5
Omg!! Just kill me already will you!!,November 26 2016,1
Bakwas app,November 26 2016,1
Qalandri sound system & DJ,November 26 2016,4
How do I get this off my phone?? Seriously  how do I get this off my phone entirely? I did not opt in  I can't opt out  I don't want this app - it screws up my phone EVERY time I fully recharge or restart my phone by activating itself and not letting me use my touchpad. VERY ANNOYING for those who don't want it!!!,November 26 2016,1
I hate this Don't download app,November 26 2016,1
Pankaj agrawal Pankaj agrawal,November 26 2016,5
I don't want it,November 26 2016,1
Good,November 26 2016,5
good,November 26 2016,4
Talk Back It works when it is inconvenient especially when you need it.,November 26 2016,1
What is this ??????? It is a junk,November 26 2016,2
Useful I love it.,November 26 2016,5
OK,November 26 2016,5
Good,November 26 2016,4
nice,November 26 2016,1
Ok Ok,November 26 2016,4
How do I get it to shut up I don't need it to talk to me,November 26 2016,1
Fahadkhan Game,November 26 2016,3
nice one talk back,November 25 2016,5
very good,November 25 2016,1
Ducking juke,November 25 2016,1
Hate this app Very bad app..when I turn it on I just have to face problem....,November 25 2016,1
😠FUC# THIS SH×T APP !!!!!!!😝 Pocket dialed it in my sleep and woke up to this rubbish. 45 min it took about to get it out of my life.....that day . But wait  it's also a shitty prank tooo. Can't uninstall ? I can now  and the rest of the trash they made unremovable .( APP developers are pipsqueak nerd bullies that get there jollys off knowing that this happens),November 25 2016,1
Nice,November 25 2016,5
Hate waste my data What I suppose to talk I'm deaf stupid I don't need it how I remove app but said disable,November 25 2016,1
Annoying Bad worse worst,November 25 2016,1
Jdif dudo,November 25 2016,5
Improved app,November 25 2016,4
Great idea Just really love this app. Simple to use and never had a moments problem.,November 25 2016,5
Hated it,November 25 2016,1
Usual Google billocks,November 25 2016,1
Useless space Why do we need it anyways? It takes up room on the phone why can't I disable and enable if I need it?,November 25 2016,1
GREAT 💞 ...But sometime made my phone crash!,November 25 2016,5
Loved it,November 25 2016,5
Annoying!!!!! I had deleted the app and the accessibility nonfiction is still on I don't want my phone nonfiction place to have it anymore. Pls remove the bug,November 25 2016,1
I don't need this I have no need for this app and would like to have the ability to delete it.,November 25 2016,1
Google Google,November 25 2016,5
Raj,November 25 2016,5
Google's Most Wrost App,November 25 2016,1
Yup Wtf,November 25 2016,5
This is brilliant app,November 25 2016,5
Good,November 25 2016,5
Hi Nice and very good app,November 25 2016,4
Super Super,November 25 2016,5
Best Try it once,November 25 2016,5
Its very usefuel,November 25 2016,5
Let me REMOVE IT off my phone. You won't  though  will you?,November 25 2016,1
Great. Keep it up Google Rocks!,November 25 2016,5
Well done in this app This app is too good for us. Keep up the good work developers.,November 25 2016,5
5 Star 583971,November 25 2016,5
😘 Nice aap,November 24 2016,1
I hate this,November 24 2016,1
Ghar Baithe free me Paise kamaye. CHAMPCASH install kare. Refer id 2772232 Ghar Baithe free me Paise kamaye. CHAMPCASH install kare. Refer id 2772232,November 24 2016,4
Nonsense It disabled my phone,November 24 2016,1
Horrible,November 24 2016,1
Ear 2222,November 24 2016,5
Crappiest  shitiest app ever...,November 24 2016,1
Nice and convenient Hands free can't beat it ..,November 24 2016,4
Hate,November 24 2016,1
U.K.,November 24 2016,5
So annoying,November 24 2016,1
Exccelent Gud,November 24 2016,5
Highly useful hands-free app!,November 24 2016,5
I don't update apps i don't use!,November 24 2016,1
I hated it It was on. It took a hour to get talkback off!,November 24 2016,1
Love It it working so great for me,November 24 2016,5
Hello there I am a dying Veteran God Bless America😉,November 24 2016,5
Rasel Karim jony 🌟 🌟 🌟 🌟 🌟 🌟,November 24 2016,5
Very reliable I love it works well if updated,November 24 2016,5
Likely Good,November 24 2016,5
Speech Works best for when you don't want to text using keyboard,November 24 2016,4
I love it Let's do it,November 24 2016,5
This is Bad option Only on confusion,November 24 2016,2
Xxx mg,November 24 2016,3
Saha Amartya,November 24 2016,5
It is waste,November 24 2016,1
Google talkback Good,November 24 2016,4
Talk back App,November 24 2016,5
Nice Good,November 24 2016,5
Adult,November 24 2016,5
I don't no,November 24 2016,5
Goood Oke,November 24 2016,4
Gggg Hhhh,November 24 2016,3
Good,November 24 2016,4
Excelent Good,November 24 2016,5
Good,November 24 2016,5
Love it,November 24 2016,5
Buuuooi,November 24 2016,3
Bc,November 23 2016,5
Naresh Very interesting,November 23 2016,5
otimo,November 23 2016,4
Cool We made it,November 23 2016,5
Love it,November 23 2016,5
24th 3g-store,November 23 2016,5
Google App.,November 23 2016,5
good,November 23 2016,3
Gd,November 23 2016,5
These kind of apps eat battery life.... I really don't like these kind of apps but I need them I wish it wouldn't eat my battery life so much....,November 23 2016,1
Good Nice,November 23 2016,5
Thz,November 23 2016,5
great great app,November 23 2016,5
Annoying app Don't download this,November 23 2016,1
Don't use it Can't delete this effin sewerage off my phone.,November 23 2016,1
I want uninstall it.. Dont knw how.. Plz remov this frm my phone.. Bloody irritating app my phome get hang due to ds app.... I m regstng stop this now,November 23 2016,1
??? I don't even know what this App is for,November 23 2016,5
Eeaaah best batter,November 23 2016,3
It is very actual app It is work very early,November 23 2016,5
Useful,November 23 2016,5
faltu useless,November 23 2016,1
Awesome Thanks,November 22 2016,5
Bye Just bye,November 22 2016,1
Love Nice,November 22 2016,4
Very good,November 22 2016,5
I like this app,November 22 2016,4
Hi Good app,November 22 2016,5
James Tobin Cool,November 22 2016,4
gf yt,November 22 2016,5
Touch back App,November 22 2016,5
Nice,November 22 2016,5
Sunill bamniya gl,November 22 2016,5
Awesome sauce,November 22 2016,4
I love it papa,November 22 2016,5
Afsar Aklima,November 22 2016,5
Ado malam Good,November 22 2016,4
not gud at all pls provide some tutorial from we can learn trick to use this app apart from it make my phone slow and was horrible to use 😐😐😑 had very bad experience,November 22 2016,1
Loving,November 22 2016,5
Good Nice,November 22 2016,4
Hello Ring,November 22 2016,5
Nice Nice,November 22 2016,4
Good but more improve needed... Tuff to control,November 22 2016,3
good good,November 22 2016,5
Buffalo It's good for me and my doyfind,November 22 2016,5
Best app,November 22 2016,4
Super,November 22 2016,5
Don't want my phone reading my stuff for everyone to hear.,November 22 2016,1
I love this application,November 22 2016,5
Love toooooooooooooo,November 22 2016,5
Happy,November 22 2016,2
Iii,November 22 2016,5
Helping me to do the things I need to get better at this phone.,November 22 2016,3
Google talk back Talk back,November 22 2016,5
Annoying app annoying app annoying app,November 22 2016,1
I like it,November 22 2016,5
Waste of Space,November 21 2016,1
Excellent,November 21 2016,5
Google TalkBack Up-to-date,November 21 2016,5
Google Talkback,November 21 2016,5
Bla Bla Writing or say,November 21 2016,5
L-a7000plus _se Useful.,November 21 2016,5
easy to use one.,November 21 2016,5
Fucked up,November 21 2016,5
Good Best app,November 21 2016,4
Why Is it annoying (annoying app) and why is this useless app on my tablet anyways? And why can't I delete it? Only thing I can delete are the updates I don't wanna do that cause I'm afraid it will act up or mess up any thing so why can we not delete this app for people who are not blind. It is useless and takes up space.,November 21 2016,1
jobjibon,November 21 2016,1
Nice Excellent,November 21 2016,5
Talk back app As a blind person its real handy a little slow   needs work on its hearing ability.,November 21 2016,5
Is dose not download and says no space but there is plenty space,November 21 2016,1
Good one,November 21 2016,5
Hm? Why list an app here that can neither be uninstalled nor opened?,November 21 2016,2
Talk Good,November 21 2016,5
Loved it,November 21 2016,5
Ramu9891744954,November 21 2016,5
Works when it wants... Not reliable!!!,November 21 2016,1
Driverless Semi-truck full off food/medicine not start as update not dwnldd Baaaaah haaaaaaa hahahaha. TOO THE FUTURE/ FOR THE STUPIDITY!!@!,November 21 2016,1
LG STYLO 2 6.0.1 App is a nice service. Keep up the good work. 🙂,November 21 2016,3
Good,November 21 2016,5
Google Informative information,November 21 2016,5
Four Interesting,November 21 2016,4
Says other words when you go to speak won't let me get it off my phone I hate it,November 21 2016,1
Mohammed Abdur Rahman,November 21 2016,5
Bakchod app Iski ma ko chodo..,November 21 2016,1
This is bull$h*t This is the most wtf! App I had ever used,November 21 2016,1
Garbage!!!,November 21 2016,1
Yup Yup,November 21 2016,5
Very very bad app,November 21 2016,1
Discusting What is the distance didn't install it by this is getting automatically installed app not getting,November 21 2016,1
Good app Works well easy to use,November 21 2016,5
Dwhite Multi tasking and making it easier *,November 21 2016,4
IO Cool,November 21 2016,5
Ok Ok,November 21 2016,5
Love it,November 21 2016,5
Great,November 20 2016,5
Hi Hello,November 20 2016,1
can you remove yourself from my phone huh? go clean yourself out,November 20 2016,1
Good Good,November 20 2016,5
Just perfect,November 20 2016,5
Talks to you. It sucks I don't like it I wish it was off my phone.,November 20 2016,1
Eyes free computing? Im sorry  what use is this? I cant operate my phone without looking at it and if i could  that functionality should be in my settings not in an app! Get it off my phone!,November 20 2016,1
How do I turn it off,November 20 2016,1
AQUA AQUANDROID,November 20 2016,5
Good,November 20 2016,5
It's been fast,November 20 2016,5
Google talkback,November 20 2016,4
Very useful app Very easy to use,November 20 2016,5
Rampyare Dr.,November 20 2016,5
Love it Varios spoken features,November 20 2016,5
Very poor When we enable it our phone touch gets hang...we have to tap twice to app icon to open it....and the phone become slow...,November 20 2016,1
best the best ever,November 20 2016,5
Fahadjujara0749,November 20 2016,5
Naresh I love it.,November 20 2016,5
Uninstall it HOW ?!? Don't need it  didn't ask for it  don't want it - how to get rid of it?!?,November 20 2016,1
well maybe -4 I have a tablet that somehow that kicked in & I can't turn off. I didn't turn on. I would LOVE if someone could tell me how. Apps are locked up  this talkback comes up continuously..... idk it is maddening  absolutely  maddening! Ugh!,November 20 2016,1
No no! No need of shit bloatwares,November 20 2016,1
W.A.B. WAKALI AFRICAN BOYS KINGDOM OF W.A.B.WAKALI,November 20 2016,5
Good,November 20 2016,2
I I dont care for this bs,November 20 2016,1
K Uh,November 19 2016,5
This app has taken over This stupid app runs on its own. I can't get it to stop. I have disabled it. I have turned all its functions off. It won't shut down. Now I have to use my phone with the volume turned all the way down just so I don't have to hear it.,November 19 2016,1
the best super,November 19 2016,5
Jc Plair,November 19 2016,5
Always goes to the website-chrome.Siri is better It is practically deaf when internet is off,November 19 2016,3
What is this I dont know what is this but I rate it 5 stars because I think its important,November 19 2016,5
Budhan kol Budhan kol,November 19 2016,5
GOOGLE AUDIOBIBLEAPP Very Nice to be able to HAVE,November 19 2016,5
Very good,November 19 2016,5
Google talk back. Best,November 19 2016,3
Bad Just bad. How is it meant to work?,November 19 2016,1
gud maza aa gya yes yes yes,November 19 2016,5
Yes,November 19 2016,5
Fabulous app. Doesnt always get my minnesotan accent and proof reading a must but close to perfect....,November 19 2016,5
DUMB! Don't use it.,November 19 2016,1
Super  it have great potential But talking is not loud  need to be very very loud a lot pls fix it and make a option to read things ewen talk back is off in accebility if we can use talkback to read us what in websites  pdf that kind of stuf its very useful and great ,November 19 2016,5
Crap Dont want it but not able to uninstall it. More bloatware by Google....,November 19 2016,1
Awesome thx,November 19 2016,5
AWESOME in so many ways !!! Can't go wrong with the app installed New Phone  health & out-look on life !!! In His Service...,November 19 2016,5
Useful,November 19 2016,5
Good,November 19 2016,5
Great,November 19 2016,5
Need to be able to remove from device if u dont need it or use it takes up space.,November 19 2016,1
Good,November 19 2016,1
I don't need this app but can't uninstall it at all:(,November 19 2016,3
The good The best for all,November 19 2016,5
Share it Download,November 19 2016,3
Ok,November 19 2016,5
Worthless I can't even disable this crap,November 19 2016,1
veri good,December 06 2016,4
Pointless bloatware. No way of getting shot of it,December 06 2016,1
Great It's amazing.,December 06 2016,5
Very interesting,December 06 2016,5
Liked Itself very really Our keeping care have Link talks Microsoft Store hope link?,December 06 2016,4
Internet Good,December 06 2016,5
Betrayal by google Hate speech and set up by google,December 06 2016,1
And,December 06 2016,5
Loved it,December 06 2016,5
What What is this and why can't I remove it it's taken up space on my phone why can't I remove apps that I don't use,December 06 2016,1
Like Malaysia,December 06 2016,5
I dont need this   why i cant disable it,December 06 2016,1
Soon good Well performed,December 06 2016,5
Awesome software You should improve the keyboard shortcuts,December 06 2016,5
Good,December 06 2016,5
Rubbish Said installing  then just went back to saying install  tried a couple of times  nothing,December 06 2016,1
I LOVE IT  THANK YOU ,December 06 2016,5
Like,December 08 2016,4
G Nice,December 08 2016,5
Good  but... No support for Hebrew 😢,December 08 2016,4
Md Mominur,December 08 2016,5
Google talkback Got hacked thrust it,December 08 2016,1
Good I loved it,December 08 2016,5
no need for it! yet constantly requires upgrade,December 08 2016,1
I'm not blind So why force me to keep this app? Storage is very sparse on Android. It should be MY choice as to what stays. Google takes this app off of MY tablet!,December 08 2016,1
Nice divese,December 08 2016,5
Asus zenfone 3 It is a great app for a blind person but I also wish that it could also work as a caller name announcer,December 08 2016,4
Laxman Lucky,December 08 2016,5
I'm deaf. Uninstalled mutiple times. Keeps coming back. I have NO use for it.,December 08 2016,1
Good Helpfully my I phone,December 08 2016,5
Excellent App,December 08 2016,3
Unwanted Why are google adding this to peoples phones without permission. This app is unwanted,December 08 2016,1
Good app,December 08 2016,5
Pakistan Plz talk beg in urdu pakistan plz plz plz plz plz plz,December 08 2016,1
My darling Oyo darling. When this app not install my smart phone my life is not work.that is my android hart.and batter experience to enjoy this bewtifull application.I like and love every say.and used you.thanksto google.🌐 in💎that.written by SANJU JANA from india west Bengal sundarban. 2016.,December 08 2016,5
Not fun This app is useless........that's all thanx,December 08 2016,1
Junk junk junk All junk all Google is junk wish I knew how to program I would build a company to put Google out of business all their stuff is junk hog's all your data. Junk junk junk,December 08 2016,1
Review by Ali Abd 8/12/2016,December 08 2016,1
Don't need it  but if someone does it's useful..,December 08 2016,4
This s big headache for me,December 08 2016,1
I relly lab it,December 08 2016,5
Really Another crutch  spell check reduces your ability to spell. This app is great for the blind! I'll just keep reading until I'm blind. Can you add  subtract   multiply and divide with out a calculator? Remember your wife's  brothers or sisters phone number? These type of apps only serve to dumb down the average user to the point you'll soon write entire messages with emoji 's,December 08 2016,1
This app started installing when I didn't even press anything,December 08 2016,1
Nice,December 08 2016,3
nexus 5 Android ⚡ 6 0 1 …Iran,December 08 2016,4
IT SUCKS It's a horrible app,December 08 2016,1
Nice I like it,December 08 2016,4
What do I think Rat8ng,December 08 2016,4
"For the idiots who complained that their phones were bricked after turning on Talkback : first that's not what """"""""""""""""bricked"""""""""""""""" means. Please use the word the right way or it will lose its meaning. Second  I guess you are too stupid to realize that there is a tutorial on how to use this app when you turn it on.""""",December 08 2016,4
Unwanted Unwanted  and can't be uninstalled on a Nexus 6P.,December 08 2016,1
lovliy this aap is very hot ....,December 08 2016,5
Unwanted Why is Google installing unwanted app without user request... We Re already suffering with win10... Now u also started the same...,December 08 2016,1
My god Guys without knowing it don't on in because I suffered with it nearly 20 minutes to switch it off again( tip use double fingers to scroll),December 08 2016,3
Wish Lets good morning,December 08 2016,4
internet apps,December 08 2016,5
Husne ara jonaki,December 08 2016,5
Yep,December 08 2016,5
Very good alike to,December 07 2016,5
I HATE IT SO BAD,December 07 2016,1
RoshanataShamsuddin Nice GAMES but it is my bad luck that I can not install this GAMES so please help me to be in your good books god.bless u all Google team,December 07 2016,5
useful ty,December 07 2016,5
NIGHT18MARE NIGHT18MARE,December 07 2016,5
Get out of my phone,December 07 2016,1
Ultimate response 👏👏👏,December 07 2016,5
beautiful,December 07 2016,1
A.H Ok,December 07 2016,3
ZTE ZMAX PRO 6.0.1 App is a nice service. Keep up the good work. 🙂,December 07 2016,3
This is a bug report I follow the instructions to disable it; it turns itself on again  even when the slider is greyed out and I have used the correct gestures. Running Android 4.0.1,December 07 2016,1
Good stuff Nice very much,December 07 2016,4
Talk back Great,December 07 2016,4
Hai machan Hqi. .,December 07 2016,5
Wish I could delete it First they preload it on your phone  then they always want to update it  and I don't want it,December 07 2016,1
Very Useful Useful app. Great work,December 07 2016,5
DISHANT,December 07 2016,5
Hard to get where you want to be .,December 07 2016,3
Get Very good very cool very nice,December 07 2016,5
Useful,December 07 2016,4
Awesome I didn't even download it yet but it already looks like a great app!,December 07 2016,5
Great app It's useful for those who are hard of hearing.,December 07 2016,5
Good,December 07 2016,5
Google censors free speech Google censors conservative news,December 07 2016,1
Athiq All is well,December 07 2016,5
Talkback Messed up my entire phone......run from this. App,December 07 2016,1
Best. Best.,December 07 2016,5
Google TalkBack Super easy to use.,December 07 2016,5
foce skk 2017,December 07 2016,5
like good,December 07 2016,5
Google Nexus 6,December 07 2016,5
Can't figure how to make this work; not simple like on iOS. On iOS you simply highlight text you want read and it reads it to you. Here I can select it all I want and nothing happens. iOS also has the ability to read numerous languages. Would like to see improvements made to this so I can even use it.,December 07 2016,2
Trudie Dique Awesome,December 07 2016,5
Very Nice!!!,December 07 2016,5
Rock,December 07 2016,2
100% Google Play Store,December 07 2016,5
Only o,December 07 2016,3
GoogleTalkBack,December 07 2016,5
I can't see But this is a good app.,December 07 2016,5
Charms Great,December 07 2016,5
Google talkback Nice app,December 07 2016,5
Stupid I turned on talk back on my s7 just to see how it worked and my phone went psycho. I couldn't scroll through anything and I thought my phone was gonna crash. Phone wouldn't even let me turn it off. Useless,December 07 2016,2
Excellent Excellent,December 07 2016,5
I Like,December 07 2016,5
1 Pote,December 07 2016,1
good,December 07 2016,4
Does not work....,December 07 2016,1
This might be a nice for blinds. But this is of no need to else's! Why can't I just disable it!😭😭😭,December 07 2016,1
No this ng H,December 07 2016,2
Horrível Horror,December 07 2016,1
"Wea Htctgtaggaqययृृत§""""""""""""""""""""""""""""""""।""""""""""""""""…।।fqqpिब""""",December 07 2016,2
Fuck Fuck,December 07 2016,1
Keval Ahir,December 07 2016,3
I love this appliction,December 07 2016,5
like ok,December 07 2016,5
super.... good love it,December 07 2016,5
Good stuff really I have a deaf friend who recently told me about this talkback thing  and wow I think it is great.,December 07 2016,4
Much helper,December 07 2016,4
Bloatware! Let me delete this app I never use. I'm not blind!!,December 07 2016,1
game,December 07 2016,5
Ok Ok,December 11 2016,3
